team_size,project_budget,project_duration,requirement_change_count,average_sprint_delay,bug_count,testing_coverage,code_complexity,developer_experience,communication_frequency,task_completion_rate,client_change_requests,previous_project_success_rate,risk_level,delay,budget_overrun,quality_issues,requirement_instability
5,444217.96,22,9,1.45,53,50.56,3,6.41,1,58.75,4,71.9,Low,0,0,0,0
50,15000.0,6,7,2.27,54,39.94,1,3.54,6,74.46,3,41.65,Low,0,0,0,0
2,270284.42,10,11,1.94,47,69.7,10,7.57,7,86.93,5,66.86,Low,0,1,0,0
41,535347.02,6,6,0.0,59,35.02,6,3.59,6,62.96,2,59.83,Low,0,0,0,0
40,113089.67,7,5,5.56,38,58.63,2,5.79,10,69.07,4,48.96,Low,0,0,0,0
13,250386.83,14,9,4.1,65,20.64,3,6.31,10,82.35,4,81.11,Low,1,0,0,0
44,15277.07,8,6,1.42,47,63.28,7,6.69,5,66.86,7,48.96,Low,1,0,1,0
12,542901.61,8,7,0.0,61,48.91,7,8.69,9,68.95,3,81.96,Low,0,0,0,1
15,235000.13,16,5,0.0,55,72.23,7,2.53,0,89.83,5,87.89,Low,0,0,0,0
49,258392.83,20,3,6.21,48,58.0,3,1.78,10,72.38,2,70.04,Low,0,0,0,0
58,493774.08,5,8,1.85,45,59.7,8,3.73,1,60.48,7,91.78,Low,0,0,0,1
17,369066.11,3,3,3.73,47,62.94,9,11.8,9,73.54,5,100.0,Low,0,0,0,0
55,92386.83,6,6,0.3,55,50.99,1,7.74,4,78.93,2,82.35,Low,0,0,1,0
54,133489.97,14,3,1.59,57,51.8,6,3.18,3,100.0,1,66.53,Low,0,0,0,1
46,339087.63,23,6,1.69,42,51.81,7,3.67,9,96.31,3,93.32,Low,0,0,0,0
10,137658.21,4,8,2.68,55,59.75,4,4.46,1,100.0,5,37.15,Low,0,0,0,0
19,15000.0,1,6,2.38,60,51.97,7,5.16,6,54.95,3,100.0,Low,0,0,0,0
41,240416.66,13,12,0.36,48,70.11,9,6.04,3,94.26,4,73.83,Low,0,1,0,0
59,15000.0,23,4,0.33,43,30.14,9,6.14,2,96.85,3,77.14,Low,0,0,0,0
49,540930.72,13,5,2.04,52,35.02,8,7.37,10,72.49,4,43.93,Low,0,0,1,0
26,281821.77,22,5,0.0,56,95.99,8,9.31,1,65.72,2,88.49,Low,0,1,0,0
15,87068.49,15,7,0.55,73,54.19,5,4.18,10,83.8,3,74.23,Low,0,0,1,0
57,124246.17,1,5,1.89,62,43.74,1,3.99,0,66.79,6,69.61,Low,1,0,0,0
18,15000.0,10,5,2.99,48,61.54,5,3.63,2,53.7,3,60.81,Low,0,0,0,0
21,52096.86,18,7,5.21,53,75.81,8,3.84,4,49.32,3,56.07,Low,0,0,0,0
57,432938.18,12,6,1.25,67,73.54,5,5.39,2,48.05,6,58.74,Low,0,0,0,0
34,651721.51,5,4,2.27,43,48.53,10,6.03,2,75.73,5,42.79,Low,1,0,1,0
17,380751.37,5,5,0.0,60,52.77,6,8.64,7,82.74,4,75.65,Low,0,0,0,1
2,233432.34,16,5,2.87,43,55.99,1,2.8,0,56.41,1,100.0,Low,0,0,0,0
26,172247.31,11,5,0.38,56,67.6,9,5.36,6,79.74,10,79.12,Low,0,0,0,0
59,77830.75,14,5,1.58,64,62.82,5,2.48,4,79.63,11,57.24,Low,0,0,0,0
27,620757.86,9,4,3.15,53,45.49,1,5.47,6,77.55,2,77.9,Low,1,0,0,0
42,216025.23,8,6,3.24,56,52.83,7,10.91,3,82.88,0,24.25,Low,0,0,1,0
16,630813.37,16,3,0.0,54,57.22,4,4.17,9,75.45,4,100.0,Low,0,0,0,0
46,500833.51,1,5,3.8,57,88.68,8,10.39,3,93.33,4,61.93,Low,0,1,0,0
46,15000.0,11,4,2.12,59,58.81,8,2.49,6,81.98,3,81.24,Low,0,1,0,0
37,130128.57,9,6,4.73,50,100.0,10,3.4,4,51.93,4,70.99,Low,0,0,0,1
46,129571.88,18,6,5.12,61,57.15,10,3.68,6,100.0,1,82.46,Low,1,0,0,0
35,235627.65,17,9,5.41,52,31.7,8,4.92,4,56.63,4,100.0,Low,1,0,0,1
23,239143.43,10,4,0.0,58,68.32,2,4.13,7,71.74,2,33.49,Low,0,0,0,0
44,789323.04,7,11,3.0,57,80.85,9,6.33,2,100.0,2,76.65,Low,0,1,0,1
50,56098.98,6,16,0.0,54,70.55,1,0.2,5,79.84,2,77.14,Low,0,0,0,0
50,291214.59,5,4,4.8,48,65.54,5,2.15,9,58.84,3,65.19,Low,1,0,1,0
14,360971.39,7,8,5.09,62,55.17,9,9.05,6,77.39,0,58.66,Low,1,0,0,1
41,249717.04,18,7,4.16,64,56.87,10,1.12,2,80.36,8,89.2,Low,0,0,0,0
2,269832.5,2,5,1.35,65,20.11,10,3.64,8,75.22,5,71.37,Low,0,0,0,0
35,61934.4,1,8,3.29,57,77.46,2,5.97,3,63.89,5,71.99,Low,0,0,0,0
35,269167.52,13,6,1.1,55,55.18,8,4.39,10,51.52,5,66.58,Low,1,0,0,1
23,342051.82,6,7,2.23,52,82.63,1,2.46,9,53.37,6,69.14,Low,0,1,1,0
59,308968.11,20,6,2.02,65,52.41,6,5.57,10,59.53,6,82.99,Low,0,0,0,0
53,352636.16,18,4,0.0,52,61.04,4,6.51,9,92.72,2,82.23,Low,0,0,0,0
4,504269.42,18,5,0.58,56,84.49,3,3.07,7,52.5,1,58.01,Low,0,0,0,1
14,418653.98,11,5,6.74,67,86.05,8,5.48,7,74.49,6,66.54,Low,0,0,0,0
14,262833.03,11,5,2.03,62,77.14,10,6.57,2,94.37,4,90.33,Low,1,0,0,0
54,39083.5,10,5,2.52,66,28.32,4,7.09,4,82.41,2,100.0,Low,1,0,0,0
32,141999.05,5,8,2.18,54,39.01,8,5.39,9,94.74,9,100.0,Low,0,0,0,0
44,210466.39,14,7,1.38,47,74.62,8,8.6,6,62.62,3,100.0,Low,0,0,0,0
48,295422.25,20,9,2.27,61,49.43,7,4.61,7,82.05,4,75.58,Low,0,1,1,0
46,163900.1,6,4,1.39,48,63.33,4,2.14,2,90.41,5,90.63,Low,0,1,0,0
7,81568.02,2,5,0.0,51,65.73,9,3.98,4,87.06,2,78.6,Low,1,0,0,1
10,36124.24,13,10,3.77,51,66.61,8,7.41,2,86.24,3,58.71,Low,1,0,0,0
24,15000.0,10,6,5.43,59,43.0,9,2.36,6,52.89,2,69.8,Low,0,0,0,1
21,207708.87,19,8,0.0,51,80.41,3,0.2,5,82.67,7,68.3,Low,0,1,0,1
45,15000.0,20,3,1.37,67,52.56,1,5.6,4,79.8,4,88.66,Low,0,0,0,0
11,69905.38,22,4,5.2,52,72.62,7,3.43,8,69.59,3,86.33,Low,0,0,0,1
23,179097.66,10,7,0.66,51,58.27,1,9.9,9,62.32,3,70.15,Low,0,0,1,0
15,15000.0,21,7,2.98,53,96.58,2,5.14,10,79.21,2,67.92,Low,0,0,0,0
12,318355.39,3,10,10.85,57,88.07,3,7.47,3,56.2,3,59.74,Low,0,0,0,1
12,383240.15,9,2,3.46,67,100.0,2,3.32,5,65.1,4,66.1,Low,0,0,0,0
13,151103.14,7,5,2.34,50,91.75,10,5.93,4,87.07,4,70.1,Low,0,0,1,1
34,171335.08,22,6,3.96,49,59.58,9,5.39,10,88.67,0,77.92,Low,0,0,0,0
25,346737.36,14,7,3.75,45,52.39,6,7.81,8,79.71,3,74.04,Low,0,0,1,1
27,121480.88,9,2,0.88,47,41.56,7,4.96,10,64.64,7,57.53,Low,1,0,1,1
29,109107.9,4,2,0.0,59,66.79,7,3.24,2,54.22,2,63.24,Low,0,0,0,0
44,465369.73,19,3,3.39,53,62.44,9,6.99,5,59.53,3,70.04,Low,1,0,1,0
51,409153.79,16,6,3.69,65,61.23,4,2.79,6,92.57,6,81.12,Low,0,1,0,0
32,358279.0,20,7,1.6,46,47.08,8,2.54,4,75.11,3,63.05,Low,0,1,0,0
39,416616.03,11,3,5.49,48,68.5,5,4.39,4,70.37,4,45.64,Low,0,0,0,0
44,15000.0,4,7,5.09,49,55.13,6,3.72,9,74.62,9,51.95,Low,0,0,0,0
42,493690.4,8,9,3.75,51,53.31,4,4.54,4,82.95,6,77.75,Low,0,0,0,0
9,320571.18,15,8,1.64,50,64.95,8,2.9,4,55.57,3,80.36,Low,0,0,0,0
59,431940.65,6,9,0.0,57,60.6,10,7.19,1,64.22,4,61.44,Low,0,0,0,0
11,319689.12,2,5,1.85,47,36.33,10,7.15,6,82.34,2,54.18,Low,0,0,0,1
25,258806.47,19,6,0.0,52,47.82,5,6.49,0,75.84,4,46.72,Low,0,1,0,0
39,200444.34,13,4,0.0,49,71.59,1,6.26,8,89.7,5,47.59,Low,0,0,1,0
25,316085.99,10,2,3.49,50,61.14,9,0.2,6,84.05,6,65.05,Low,1,1,1,0
16,193885.38,13,6,4.54,75,27.03,1,4.78,10,59.65,4,43.69,Low,1,0,0,0
55,406217.7,17,5,0.0,48,74.58,2,6.56,6,18.6,5,74.91,Low,0,0,0,0
6,15000.0,1,3,1.69,53,61.11,9,7.72,7,75.27,1,81.21,Low,0,0,0,1
16,152516.34,11,2,2.17,38,42.89,4,4.01,10,55.28,5,47.44,Low,0,0,0,0
59,618068.18,6,6,1.62,56,49.96,6,7.63,2,80.12,4,53.38,Low,0,0,0,1
44,137305.52,3,1,0.0,72,64.97,2,5.24,3,97.45,5,70.33,Low,0,0,0,0
7,207036.93,1,2,4.86,50,22.24,3,0.2,5,55.53,3,57.4,Low,0,1,0,0
45,91135.43,11,7,0.0,41,69.57,3,4.26,0,82.34,5,75.44,Low,0,0,0,0
58,310452.22,13,3,0.0,52,79.76,3,2.48,2,85.92,6,89.71,Low,0,0,0,0
7,117472.32,12,3,0.0,42,78.03,7,3.03,5,77.53,5,68.3,Low,0,0,0,0
26,216590.03,19,7,3.16,47,82.78,7,7.02,2,77.25,6,41.34,Low,1,1,0,0
29,402795.98,11,9,1.67,52,47.96,2,5.21,0,38.78,2,75.01,Low,0,0,0,0
9,124222.58,14,9,0.66,65,80.61,10,3.26,8,73.05,0,65.89,Low,0,1,0,0
13,391950.0,19,5,3.26,48,66.9,6,2.88,2,71.86,5,81.57,Low,0,0,0,1
12,398001.28,16,2,2.87,54,46.96,8,5.55,0,88.8,9,100.0,Low,0,0,0,0
12,439892.1,21,11,0.0,42,70.4,1,4.06,7,87.36,1,54.73,Low,0,0,0,0
25,275297.38,6,6,3.24,58,69.86,4,6.17,2,63.83,8,58.81,Low,1,0,0,0
28,833426.63,19,9,4.56,52,89.73,10,2.52,5,41.6,5,77.17,Low,0,0,0,0
15,439816.07,17,5,1.95,57,83.55,9,3.59,8,46.46,5,87.56,Low,1,1,0,0
18,308477.97,14,7,1.73,60,49.57,1,1.81,3,94.54,7,100.0,Low,0,0,1,1
13,92333.61,1,8,5.99,57,68.13,7,3.17,6,70.76,4,64.41,Low,1,0,0,0
48,232529.36,13,7,0.78,52,67.94,8,9.73,8,48.85,3,56.32,Low,0,0,0,1
14,506738.86,20,10,1.87,53,66.52,2,2.73,8,50.84,7,57.73,Low,0,0,0,0
54,557716.23,15,10,2.86,58,56.51,9,3.36,3,75.69,5,64.11,Medium,1,0,1,0
33,516099.24,1,5,2.3,48,93.58,2,2.52,4,73.94,4,67.55,Low,0,0,0,0
48,391334.62,7,4,1.66,47,50.78,10,4.06,1,98.49,6,75.05,Low,0,0,1,0
38,23981.16,14,6,2.38,57,91.99,1,4.33,1,70.72,3,72.56,Low,1,0,1,0
17,337689.13,19,9,5.34,51,36.35,7,7.42,3,78.18,4,48.98,Low,1,0,1,1
36,26547.57,11,10,3.82,47,55.13,3,3.53,10,71.33,6,44.43,Low,0,0,0,0
17,15000.0,20,7,2.05,59,75.76,7,4.77,10,85.1,4,70.05,Low,0,0,0,1
8,293048.56,19,6,0.47,48,43.05,8,0.2,9,100.0,2,58.27,Low,1,0,0,1
16,344175.9,7,7,0.74,63,48.77,6,2.42,2,87.11,4,61.28,Low,0,0,0,0
17,412607.88,5,6,4.1,57,71.63,8,7.11,6,100.0,3,87.85,Low,1,0,0,1
9,339484.52,21,3,0.0,52,30.89,8,2.45,3,80.66,6,83.81,Low,1,0,1,0
3,345685.48,14,5,7.01,53,81.89,4,6.34,3,46.62,4,65.42,Low,1,0,0,0
56,72762.53,20,8,2.14,62,88.61,9,2.28,1,58.82,2,90.3,Low,1,0,0,0
31,231104.2,22,5,0.0,53,89.39,1,4.08,10,85.13,3,91.51,Low,0,0,0,1
25,15000.0,10,10,2.56,56,67.86,6,8.62,7,68.14,7,96.61,Low,1,0,0,0
55,15000.0,2,5,0.6,55,54.3,8,6.29,7,72.03,5,100.0,Low,0,1,0,0
15,383315.69,21,5,1.36,51,55.48,8,0.2,3,59.04,4,68.31,Low,0,1,0,0
25,114437.61,14,5,0.0,51,67.17,4,12.23,10,95.11,7,91.96,Low,0,0,0,0
51,407049.73,3,1,1.72,54,64.33,10,2.01,2,96.5,1,66.5,Low,0,0,0,0
38,449502.56,13,9,0.0,54,55.16,10,8.98,2,68.34,4,93.85,Low,0,0,0,0
25,138522.88,1,7,1.0,62,90.51,2,3.43,6,68.49,3,67.73,Low,0,0,1,0
16,356256.0,7,8,0.55,58,57.57,1,1.55,10,92.41,2,72.34,Low,0,0,0,0
4,130991.79,9,4,1.2,57,87.87,6,3.42,8,88.74,5,53.94,Low,0,0,0,0
6,15000.0,11,11,0.67,35,63.8,2,2.93,10,45.9,6,53.76,Low,1,0,0,0
11,272195.69,14,5,2.27,56,62.68,1,3.18,6,82.87,7,79.33,Low,0,0,0,0
47,165242.7,20,6,3.98,57,71.32,9,4.64,2,79.93,3,89.45,Low,0,0,0,0
39,170783.98,9,3,2.92,47,71.09,5,5.65,5,74.99,5,53.38,Low,0,0,0,0
27,605561.76,17,11,4.8,48,59.4,9,7.91,5,57.96,6,95.86,Low,0,0,0,1
47,15000.0,22,10,1.2,50,72.16,8,5.01,10,58.31,2,93.84,Low,0,0,0,0
11,318916.8,18,9,2.85,57,74.38,7,4.69,3,22.42,3,79.16,Medium,0,0,0,1
14,70934.7,6,5,2.93,66,91.76,4,2.77,3,61.5,1,89.1,Low,0,0,0,1
24,413487.05,16,10,4.5,53,63.28,8,3.83,4,40.47,7,62.54,Medium,1,0,0,1
55,303717.62,7,6,0.74,47,47.94,2,3.29,5,63.35,6,46.45,Low,0,0,0,0
37,318281.98,11,4,3.78,49,49.8,4,1.2,6,78.43,5,62.59,Low,1,0,0,0
51,79919.87,15,5,0.49,48,100.0,9,10.62,2,53.32,4,93.4,Low,0,0,0,0
16,112194.18,7,3,1.06,59,28.16,7,5.08,8,93.31,6,94.74,Low,0,1,0,0
51,416905.09,1,10,1.48,46,40.58,3,5.11,5,100.0,4,50.7,Low,0,0,0,1
6,568743.59,20,7,3.11,51,62.47,9,7.42,5,75.79,3,50.43,Low,0,0,0,1
15,336455.41,17,6,0.03,48,50.93,6,0.2,5,81.74,6,55.96,Low,1,0,0,1
32,88464.27,3,4,0.3,46,76.74,8,9.87,10,46.1,2,37.11,Low,0,0,0,0
4,311008.93,9,0,0.91,49,75.17,2,2.44,8,74.93,4,61.01,Low,0,0,0,0
51,686944.97,7,4,2.3,48,52.38,2,2.38,6,49.52,2,80.67,Low,1,0,1,0
52,268436.11,23,6,0.33,53,89.07,10,3.2,5,44.42,4,17.9,Low,1,0,0,1
33,513131.35,22,7,2.73,54,42.14,10,6.86,2,51.74,2,70.64,Low,0,1,1,0
19,116740.71,16,4,1.48,43,48.73,4,9.65,1,69.53,9,97.5,Low,0,0,0,1
7,242424.51,11,4,3.52,44,90.3,10,8.43,10,71.35,3,88.4,Low,0,0,0,0
37,361521.74,2,5,2.33,51,38.5,9,3.34,10,70.84,4,79.16,Low,1,0,0,0
33,321519.1,6,4,5.7,61,68.24,3,0.2,3,53.38,2,73.95,Low,0,0,0,1
46,112050.04,3,6,2.44,58,90.23,4,3.51,2,73.7,8,92.4,Low,1,0,0,1
36,104286.86,19,4,0.0,48,15.21,6,2.97,9,60.87,4,81.08,Low,0,0,0,0
9,427891.19,3,6,1.77,42,55.92,4,0.55,2,74.06,3,67.07,Low,0,0,1,0
9,464479.15,16,4,2.24,53,79.06,3,5.9,7,68.22,1,88.84,Low,0,0,1,0
47,522185.84,22,7,0.38,54,57.14,3,4.51,9,43.16,3,47.44,Low,0,0,0,1
11,574707.49,8,2,5.23,47,63.07,7,5.7,10,61.13,6,86.28,Low,0,0,0,0
56,274231.5,16,2,1.58,56,65.38,5,6.26,7,80.71,2,81.86,Low,1,0,0,0
8,193984.14,21,2,0.91,48,67.63,10,6.14,1,85.42,6,75.61,Low,1,1,0,0
44,493178.37,10,8,2.56,59,47.49,9,4.35,9,52.29,2,73.69,Low,1,0,0,0
58,378352.47,11,4,0.39,60,75.79,1,8.44,2,59.77,5,100.0,Low,0,0,0,0
27,73158.05,5,5,4.13,52,66.59,7,3.32,3,64.84,3,91.49,Low,0,0,0,0
5,63945.58,10,9,3.73,61,41.37,7,2.97,1,90.74,1,96.71,Low,0,0,1,1
52,338547.44,21,5,2.46,48,53.62,1,3.94,0,79.51,2,80.78,Low,0,0,0,0
12,218090.56,16,4,3.38,56,36.56,8,5.79,2,51.52,4,92.68,Low,0,0,0,0
32,245242.61,5,4,1.2,55,65.85,6,6.14,4,79.87,4,80.1,Low,0,0,0,0
59,443056.01,13,5,0.0,53,70.83,9,3.68,0,92.3,9,69.43,Low,0,0,0,0
45,386626.69,17,0,1.55,47,65.82,5,3.73,2,75.46,2,86.21,Low,0,0,0,1
4,489377.18,2,5,1.2,50,71.9,5,7.63,1,59.6,3,67.24,Low,0,0,0,0
49,15000.0,18,6,0.0,57,64.4,7,1.36,8,85.57,2,93.24,Low,1,1,0,0
11,295611.63,5,3,0.08,58,75.72,8,11.09,7,74.96,1,50.24,Low,0,0,0,0
45,375043.93,7,1,0.0,59,59.7,8,3.78,2,68.01,3,67.58,Low,0,0,0,1
38,15000.0,10,9,0.09,54,74.63,5,4.01,9,86.29,5,59.83,Low,0,0,0,0
18,132118.78,12,8,4.87,57,38.85,6,5.39,0,71.94,8,100.0,Low,0,0,0,0
26,98712.67,22,7,3.22,57,36.85,10,5.78,1,73.29,6,60.34,Low,1,0,0,1
8,253905.67,6,8,4.13,64,63.56,9,2.93,5,85.76,3,71.09,Low,0,0,0,0
59,543013.71,6,3,3.22,68,74.32,4,5.31,9,63.98,2,34.96,Low,0,0,1,0
15,614066.09,9,12,4.37,60,57.02,7,2.26,3,53.5,2,100.0,Low,0,1,1,1
19,103428.24,20,5,2.25,57,73.49,2,3.06,10,77.2,4,57.5,Low,0,0,0,0
31,344780.31,23,3,5.23,55,67.58,4,0.65,2,96.91,0,99.14,Low,0,0,0,0
40,350583.61,11,7,0.0,50,25.12,6,4.84,6,35.61,7,53.32,Low,0,0,0,0
31,319772.64,16,10,2.06,56,100.0,4,4.08,3,83.73,3,54.57,Low,0,0,0,0
31,321816.33,22,4,0.15,61,39.34,10,0.2,6,72.56,5,87.06,Low,0,0,0,1
35,304673.65,20,5,4.68,50,44.99,9,2.87,3,63.45,1,44.26,Medium,0,1,0,1
51,553762.62,16,10,3.04,47,82.69,1,4.43,2,61.66,2,79.84,Low,0,0,0,0
24,448443.97,13,5,4.57,59,62.36,3,6.56,4,86.45,6,58.39,Low,0,0,0,1
50,59172.3,23,6,0.0,57,48.18,2,1.42,3,82.88,1,100.0,Low,1,1,0,0
47,393229.79,6,3,1.0,58,53.55,2,3.78,6,55.41,2,100.0,Low,0,0,0,0
57,410627.21,9,4,0.0,56,46.15,6,1.86,5,76.87,5,94.93,Low,1,0,0,0
54,306694.11,17,4,2.92,48,47.59,8,6.24,5,93.96,2,100.0,Low,0,0,0,0
48,453656.39,1,7,1.34,52,76.21,8,2.9,1,83.16,6,60.97,Low,0,0,0,0
16,283853.33,12,9,3.71,55,53.03,5,5.75,6,45.31,3,86.19,Low,1,0,0,1
46,286084.19,20,9,2.26,58,42.77,5,3.64,8,82.34,3,55.13,Low,0,0,0,0
44,271823.3,5,3,0.0,61,48.32,3,0.41,1,52.04,5,87.89,Low,0,0,0,1
18,15000.0,19,7,0.0,54,59.2,9,4.33,2,75.49,5,78.29,Low,0,0,0,1
41,235528.29,10,2,2.36,51,48.52,9,1.66,0,60.04,1,49.94,Low,0,0,0,1
16,129714.9,20,7,3.13,54,56.46,4,7.19,2,78.44,3,71.1,Low,1,0,0,1
32,36439.36,15,8,0.0,55,68.27,2,8.86,10,61.28,1,73.88,Low,0,0,0,0
48,508123.29,4,6,2.03,43,53.35,5,6.03,1,55.26,4,73.32,Low,0,0,0,1
12,340757.35,17,9,0.17,48,46.53,8,2.96,2,77.04,4,100.0,Low,1,0,0,0
21,244630.41,2,7,0.0,52,49.46,3,4.55,1,73.85,6,52.9,Low,0,0,0,1
48,148335.4,6,4,0.89,56,87.06,4,5.2,9,85.15,2,59.9,Low,0,0,0,0
28,303310.53,21,8,2.45,57,100.0,2,7.1,6,63.52,4,18.64,Low,1,0,1,0
57,428458.5,21,7,0.79,68,62.83,8,4.05,0,47.78,7,84.17,Low,0,0,0,1
2,101146.15,2,6,0.0,65,75.05,9,5.48,2,82.82,4,86.77,Low,0,0,0,0
43,249130.89,9,6,2.43,54,45.08,8,0.47,7,95.15,2,87.89,Low,0,0,0,0
49,406251.97,3,7,1.5,48,51.38,9,5.08,8,62.75,1,71.34,Low,0,0,0,0
55,15000.0,7,7,0.32,60,70.1,2,2.44,6,79.78,4,58.73,Low,1,0,0,0
11,239637.44,23,8,1.58,54,19.45,9,4.6,6,67.01,4,50.51,Low,1,0,0,1
59,172727.55,5,4,1.5,52,75.91,9,2.01,5,100.0,2,82.16,Low,0,1,0,1
24,225910.63,15,9,2.29,48,51.84,4,5.49,9,63.59,4,57.16,Low,0,0,0,0
22,159706.86,19,3,1.7,46,42.6,7,6.03,4,71.26,10,41.88,Low,0,0,0,0
22,274772.43,21,6,2.53,56,68.99,1,3.94,10,39.65,5,90.68,Low,0,0,0,0
39,596252.9,9,8,2.1,59,87.96,9,2.42,9,97.17,3,65.42,Low,0,0,0,1
40,191693.95,17,4,3.84,63,56.37,1,5.88,10,63.45,2,75.06,Low,0,0,0,0
29,302507.98,12,3,5.37,46,67.26,1,8.24,7,92.78,5,10.98,Low,0,0,0,0
6,609054.36,3,5,2.17,59,70.17,7,9.11,3,61.28,1,71.24,Low,1,0,1,1
59,150997.2,6,3,0.96,60,66.32,8,5.45,7,70.74,6,67.76,Low,0,0,0,0
14,576641.56,18,8,0.0,60,44.06,9,5.17,5,59.5,2,100.0,Low,0,0,0,1
7,250958.14,16,5,3.49,56,66.02,10,1.34,10,57.05,3,67.55,Low,0,0,1,0
36,570741.32,12,6,0.4,63,65.31,1,7.65,9,67.31,2,17.45,Low,0,0,0,0
25,385036.2,18,7,6.9,59,12.87,8,0.2,0,69.78,4,67.68,Medium,0,1,1,0
37,305279.51,16,4,7.76,46,77.44,4,7.36,8,66.16,1,72.13,Low,1,1,0,0
52,238186.48,8,7,1.77,38,34.93,10,4.56,8,47.65,6,95.68,Low,0,0,0,1
7,137672.54,7,4,0.0,55,64.31,3,0.2,6,76.54,7,71.12,Low,0,0,0,1
18,263642.48,22,12,3.51,57,89.32,5,5.31,10,40.69,4,64.01,Low,0,0,0,0
31,411525.06,23,5,6.4,56,57.61,3,4.12,0,66.59,4,69.28,Low,1,0,0,0
47,247639.94,1,6,0.0,55,43.17,8,3.42,10,46.71,4,100.0,Low,1,0,0,1
36,193007.9,19,5,6.0,50,72.06,10,3.85,0,86.4,3,81.44,Low,1,0,0,0
24,204859.14,4,8,0.0,72,87.23,6,4.45,1,91.71,8,66.56,Low,1,0,0,0
37,428645.79,20,4,0.0,57,42.05,4,4.45,7,81.47,5,90.96,Low,1,1,0,0
58,470529.06,14,8,2.82,59,19.53,4,0.96,8,64.38,3,50.51,Low,0,0,0,0
29,129912.91,16,5,4.23,54,83.29,7,5.47,9,60.14,5,57.78,Low,0,0,0,1
53,129654.19,17,5,2.07,59,77.38,7,3.59,0,67.94,3,61.63,Low,0,0,0,0
47,318284.61,14,8,3.1,43,68.93,3,8.31,9,71.12,5,38.44,Low,0,0,1,0
19,524955.77,6,5,4.41,66,29.6,4,6.56,7,79.72,6,90.67,Low,0,0,0,0
16,456278.26,19,7,4.64,54,72.76,10,6.83,4,78.37,5,56.95,Low,0,0,0,1
46,24666.6,13,4,0.96,54,80.6,10,8.97,7,39.39,4,74.36,Low,0,0,0,0
14,202466.33,13,8,0.47,71,100.0,4,6.27,4,82.59,10,61.11,Low,1,0,0,0
21,82491.36,8,7,4.31,51,56.93,8,4.15,5,78.17,11,78.2,Low,0,0,0,0
15,201847.75,1,4,3.11,56,64.86,1,0.2,2,59.49,3,100.0,Low,0,0,0,0
37,538793.8,13,3,3.38,68,23.25,9,5.08,3,56.52,4,65.15,Low,0,0,0,0
19,15000.0,8,4,0.88,51,79.43,4,8.65,7,72.99,3,62.75,Low,0,0,0,0
40,15000.0,16,3,3.48,53,79.0,7,6.65,2,74.88,5,47.79,Low,0,0,1,0
56,100860.25,9,3,0.01,61,69.27,7,3.28,8,54.37,7,66.41,Low,0,0,0,1
50,301715.91,23,5,2.69,57,83.38,9,4.64,3,72.93,4,35.44,Low,1,0,0,1
56,361735.87,16,10,2.42,57,47.93,10,3.17,10,74.95,2,99.85,Low,0,0,0,0
3,328740.72,11,3,2.44,64,58.07,4,5.23,1,85.73,3,59.36,Low,0,0,0,0
28,461623.37,17,10,3.76,54,58.78,6,3.28,3,70.22,5,53.7,Low,0,0,0,0
14,15000.0,15,5,0.16,53,81.79,7,7.95,3,39.55,1,68.35,Low,0,1,0,0
55,463900.58,15,4,3.55,36,82.19,6,4.79,6,76.03,5,84.32,Low,0,0,0,0
43,193822.84,14,3,2.24,51,67.72,4,5.12,5,44.95,3,67.05,Low,0,1,1,0
20,381668.98,22,4,0.62,46,66.78,4,2.51,0,58.4,5,93.35,Low,0,1,1,0
34,15000.0,8,1,0.0,70,71.92,6,3.5,5,50.39,4,63.15,Low,0,0,0,1
37,250892.21,10,8,5.98,59,55.94,10,1.73,5,79.9,5,56.7,Medium,0,1,0,0
30,292528.74,6,6,2.06,50,86.51,1,7.9,6,54.62,5,70.73,Low,0,0,0,0
29,458035.19,14,5,1.49,42,53.87,3,3.27,5,87.99,3,68.78,Low,1,0,0,0
5,15000.0,23,3,0.0,51,69.73,8,4.88,7,53.47,4,89.69,Low,0,0,0,0
28,255535.46,14,8,4.38,50,51.27,6,0.78,7,39.78,4,87.62,Low,0,0,0,0
22,54657.65,5,4,4.22,50,79.04,5,1.54,1,66.43,5,62.78,Low,0,0,0,0
49,340989.29,22,2,3.84,55,60.21,4,3.9,7,50.75,3,41.58,Low,1,0,0,0
52,389898.98,19,9,2.08,52,99.2,10,3.75,9,93.07,4,83.3,Low,0,0,1,0
45,481690.64,11,8,3.7,52,59.72,9,5.09,5,61.13,3,48.24,Medium,1,0,1,1
3,153694.7,4,3,0.55,54,78.87,9,9.33,4,90.47,2,69.88,Low,0,0,0,1
50,416900.77,10,3,2.64,52,50.65,3,0.2,5,67.11,0,81.58,Low,0,0,0,1
24,494962.29,19,3,2.09,73,56.47,7,6.85,2,77.7,2,100.0,Low,0,0,0,0
26,15000.0,14,4,2.73,56,61.24,10,5.7,4,63.53,6,100.0,Low,1,0,1,1
56,360222.09,5,5,0.0,63,68.32,3,3.02,1,100.0,5,79.95,Low,0,0,0,1
52,422532.03,4,6,5.94,60,48.56,3,3.46,3,53.62,5,33.58,Low,0,0,1,1
4,203429.25,23,5,5.44,65,51.73,7,7.19,8,23.16,2,50.27,Low,1,0,0,0
22,32060.76,11,9,0.0,46,63.61,2,4.35,10,76.16,2,68.81,Low,1,0,0,1
